I,II,III,IV,V,VI
"[False, np.float64(0.8431805903070025), np.float64(97.31543624161074), np.float64(12.538825799105423), np.float64(0.9507917678557235), 1.0*X0**3*(X0 + 0.623)/(0.446 - X0) + 8.20640756302521*X0**2/(X0**2 + 0.44954128440367*X0/(0.446 - X0) - 1)]","[False, np.float64(0.684811007996192), np.float64(75.16778523489933), np.float64(12.682952259862414), np.float64(0.7193385424600104), (X0 + 0.479)*(X0**2 - X0 + (-10.2040816326531*X0 - (-10.2040816326531*X0 - 0.0398143497913167*(X0 + 0.647)/X0**3)*(X0 - 1.038))*(X0 - 1.038)*(5.78468899521531*X0 + 0.157)/(0.865*X0 - 0.642) + 0.772) + 0.405]","[False, np.float64(0.3446314512682319), np.float64(55.033557046979865), np.float64(17.521051210956063), np.float64(0.536638442492175), -11.7647058823529*X0 - 2.27436601952595*(0.0616207884557426 - X0)**0.333333333333333 - 2.29810495867421*(X0 + 0.427)**3*(X0**9 + 0.347565560637222*X0 - 0.0140920456560362)**1.0 - 5.61176470588235/(0.724950452420501 - 0.876*X0)]","[False, np.float64(0.8173707458321617), np.float64(99.32885906040268), np.float64(11.87054193878644), np.float64(0.8313070096458209), 2.433138625*X0**2*(-X0 - 0.153159851301115)**3 - 0.962 + 33.2334789103722*((X0 - 0.719)*(-X0**0.333333333333333 - 0.703*X0 + 145.506474689846)*(-X0**3 + X0 + 0.012) + 0.012)*(X0**2 - X0 - 0.206)/(X0**5*(-X0**2)**0.333333333333333)]","[True, np.float64(-10.704101029826326), np.float64(17.449664429530202), np.float64(25.15261378195175), np.float64(0.22954423238439026), X0 - 0.868 + exp(0.419790290808114*exp(X0))/(X0 - 0.868)]","[True, np.float64(0.34602596544058595), np.float64(17.449664429530202), np.float64(15.938755822779594), np.float64(0.5992267262630104), exp(-X0 + (X0 - exp((2*X0 + exp(X0))/log(X0)) + 0.33)/(X0 + 6.10572881355932) + 4.55085057863997/X0)]"
"[True, np.float64(0.6002986732267075), np.float64(99.32885906040268), np.float64(12.51833307175294), np.float64(1.00709590535196), -0.079 - (12.3417721518987*X0 + 8.54430379746836 - 8.54430379746836/(X0 - 0.678))/(X0 - 0.678) + 0.675/(0.678 - 0.683544303797468*X0)]","[False, np.float64(-0.9422723233417758), np.float64(32.214765100671144), np.float64(19.11339075700584), np.float64(0.3956934518067062), -11.6582278481013*X0 - (0.079 - 8.54430379746836/((X0 - 0.655)*(X0 + 0.777)))/(X0 - 0.678) - 9.22230379746836]","[False, np.float64(0.2995095426471803), np.float64(81.87919463087249), np.float64(16.509232200271054), np.float64(0.7300790948299954), 0.686*(-X0 + (0.766 - X0)**3)**3 + (-X0**9 - 0.604)**3 - 0.186/(X0*(0.766 - X0)**3)]","[False, np.float64(0.27800485583705914), np.float64(23.48993288590604), np.float64(16.543702380772814), np.float64(0.5581586140374137), 0.00148681614527786*X0**3*(X0 + 0.527763208790408)*(-1.00167224391757*X0**3 + 1.26422250316056*X0)/(X0 - 0.538)**12]","[True, np.float64(-0.09772027214131729), np.float64(60.40268456375839), np.float64(15.9879502961759), np.float64(0.7953322903455012), exp(exp(0.896730417498235*exp(-exp(X0)*log(X0))) + 0.896730417498235*exp(-exp(X0)*log(X0))) + (-1.06131650392441 + I*pi)/log(X0)]","[False, np.float64(0.791438455169865), np.float64(96.64429530201342), np.float64(16.183857636660782), np.float64(0.690156698839208), -214.285714285714*X0*exp(X0)*log(X0) + (X0 - 0.849)*exp(X0) + 0.0876923076923077 + 2.01576746739001/(X0 - 0.803)]"
"[True, np.float64(-3.0218772946549874), np.float64(47.651006711409394), np.float64(25.19497834233686), np.float64(0.3829676165952994), 0.22464/(0.91753774680604 - 0.839*X0) - 3.25170068027211*(-X0*(X0 - 0.649) + 1)/(0.871 - X0)]","[True, np.float64(-0.152909149068303), np.float64(49.66442953020134), np.float64(18.85991764546102), np.float64(0.49233427850095113), -1.63*X0 + 1.12739571589628*(7.34106592277199*X0**2 + 0.472051282051282*X0)/((X0 - 0.741)*(0.0137046129819941*X0**3 + 0.671*X0*(X0**2 - 0.361/X0)/(0.473 - X0) + 0.231884057971014/(-0.89748743718593 + 0.997/X0)))]","[False, np.float64(0.8184466924668383), np.float64(94.63087248322148), np.float64(11.446840427059131), np.float64(0.7056032379068474), -1.17508813160987*X0*(X0**3 + X0 + 0.157)**3 + X0 + 55.6418663854644*(-0.261938560800681*X0**3 + X0**(-3))**3 - 1.97328025477707]","[False, np.float64(0.37599089308546996), np.float64(55.033557046979865), np.float64(14.786429258028813), np.float64(0.6198066849081325), -0.027206534396295*X0**9 - (X0**0.333333333333333 + 0.300763*X0**3)**9 + 33.0076415013921/X0**9]","[True, np.float64(-1.5985741982544983), np.float64(99.32885906040268), np.float64(11.141719365988498), np.float64(1.0507037317833416), exp(X0)/log(2.04780849428612/(X0 + 2.04780849428612/X0**5)) + exp(X0 + 2.04780849428612/X0**5) + (-0.763569644856491 + I*pi)/log(X0)]","[False, np.float64(0.36219825791889615), np.float64(56.375838926174495), np.float64(15.633742553953311), np.float64(0.5469256494913151), exp(exp(-0.214001933077641*exp(-0.19*X0/log(X0))/log(X0)))/((X0*exp(0.963*X0) - 2.67074231818464*exp(2*X0)*log(-0.371*log(X0)) - 2.60369018577797)*(-X0 - 0.19*X0/log(X0) + 2.05127109637602*log(X0) + log(exp(exp(X0))) + 1.97332576696045))]"
"[True, np.float64(-3.905896588937347), np.float64(97.31543624161074), np.float64(22.949138362054875), np.float64(0.39648425506902923), X0 - 0.93/(X0 - 0.981) - 0.843/(0.876 - X0)]","[False, np.float64(0.7733090149859723), np.float64(87.91946308724832), np.float64(13.257039037446228), np.float64(0.7523967055812186), 2*X0*(X0 - 0.911/X0) - 1.259*X0 + (-11.9760479041916 - 5.98802395209581*(2*X0 + 2.04651162790698)/X0)*(2*X0 - 0.911/(X0*(X0 - 0.665))) - 11.4915914326482]","[False, np.float64(0.857526436853911), np.float64(97.98657718120805), np.float64(13.709326817207094), np.float64(0.7418855922949105), -X0**1.0/(0.713 - X0)**3 - 38.7910232120957]","[False, np.float64(0.6469498849704372), np.float64(69.79865771812081), np.float64(13.333829530931572), np.float64(0.6995585393183543), -9.80392156862745*X0**9/(X0**(-3))**0.333333333333333 - 0.001061208*X0**3 - 9.80392156862745*X0/(X0**6)**0.333333333333333 + 36.7064366166103/X0**9]","[False, np.float64(0.4777403272511819), np.float64(99.32885906040268), np.float64(13.949696455061943), np.float64(0.7419450973963007), -14.4927536231884*X0 + exp((log(exp(X0)/(X0 - 0.431)) + 0.479505458974894)/(X0 - 0.431)) - 0.657*log(exp(X0))/log(X0) + 9.52173913043478/(exp(exp(X0)) + log(X0))]","[False, np.float64(0.5614500354076825), np.float64(74.49664429530202), np.float64(13.96832997248472), np.float64(0.6817482407314709), 2*X0 + (log(-0.824*exp(-X0)/(X0*(0.400184 - X0))) + 2.28644909366552*exp(-X0))*exp(X0 + exp(-0.286349627218002*exp(-0.574767454909249*X0*(log(log(-0.13*X0*log(0.13*X0) + log(X0 - 0.897))) + 0.751)*exp(2*X0 + 0.871/X0))) + 7.51386024533629*exp(-X0)) + 0.76]"
"[False, np.float64(0.8320154572067628), np.float64(95.30201342281879), np.float64(13.22422703947147), np.float64(0.725597515799662), -40.0*X0 - 10.0806451612903/(X0**3*(0.792 - X0))]","[False, np.float64(-35.882435092830505), np.float64(17.449664429530202), np.float64(27.82212309049666), np.float64(0.15959732910376898), -6.52*(-0.391 - 0.789/X0**2)/(X0 - 0.775)]","[True, np.float64(-12.173555516592653), np.float64(97.31543624161074), np.float64(11.131628191684007), np.float64(0.6116005651926261), -X0**2 + (-X0**2 - 0.94)**3 - 10.460073279149 - (X0 - 0.09)/(X0 - 0.984) - 0.830584/(0.69 - X0)**3]","[False, np.float64(0.6278446916145123), np.float64(74.49664429530202), np.float64(14.892644274060016), np.float64(0.7349739709814853), 13.1949016503372*X0**9*(0.577350269189626 + I)**1.0 + 32.271307370117/X0**9]","[True, np.float64(0.6399433631855309), np.float64(99.32885906040268), np.float64(14.273199234724043), np.float64(0.8464609667996923), -exp(X0*exp(X0)) + 1.76342121222359 - 0.804/log(X0) - (2.64982344489077 - I*pi)/(-0.61803970807314 + 0.525/X0)]","[False, np.float64(-43.65676646141929), np.float64(17.449664429530202), np.float64(27.608080688323227), np.float64(0.14923667132967408), 1.14797555027418*exp((-1.18764845605701*X0 - 0.173396674584323)/(0.6 - X0))]"
"[False, np.float64(-2.998091056935074), np.float64(17.449664429530202), np.float64(22.666887668164915), np.float64(0.33995993349877957), -0.809/((0.803 - X0)*(X0 - 0.809))]","[False, np.float64(-129.8893173146777), np.float64(17.449664429530202), np.float64(32.7860211740143), np.float64(0.10061352160137105), 9.84688793088*(X0 + 0.61)*(33.258064516129*X0 - 0.51)/(X0**4*(X0**2 + 1.059*X0)*(3.05343511450382*X0**2 + 2.1978021978022*(X0 + 0.376)/X0))]","[False, np.float64(-0.36445293116047406), np.float64(17.449664429530202), np.float64(20.131489208597284), np.float64(0.40950986111224874), (X0**3*(X0**2 + 0.341) + X0)**3/X0**27]","[False, np.float64(-0.05197603063201783), np.float64(53.691275167785236), np.float64(16.79421255897928), np.float64(0.6816025715847908), 0.338*X0**24/(0.631 - X0)**3 + (X0 + 0.956)/((0.631 - X0)**2*(X0 - 0.59))]","[True, np.float64(0.8796674281569846), np.float64(99.32885906040268), np.float64(12.968950361789421), np.float64(1.001612934190758), -11.4172988849391*exp(X0**2) + 51.1610462712138/X0 + 3.7348614283587*log(exp((-67.4410538132103 + 111.111111111111*I*pi)/log(X0)))/X0**2]","[False, np.float64(0.218799025119501), np.float64(54.36241610738255), np.float64(16.203647650613), np.float64(0.6290365850361666), -exp(-1.37625667326371*exp(X0)) + exp(-2.20264317180617*(-1.27296567581289 + I*pi)/X0**3) + 50.4444444444444/X0**2]"
"[True, np.float64(-13.513998145145274), np.float64(17.449664429530202), np.float64(26.45616890774563), np.float64(0.21250886131013258), (2*X0 + 2.03252032520325/X0)/(X0 - 0.848172)]","[False, np.float64(-4.473282895138823), np.float64(17.449664429530202), np.float64(22.204671202812026), np.float64(0.3294514055930213), 14.2028353326063/(X0**8*(X0 - 0.492))]","[False, np.float64(0.7359043501189149), np.float64(87.24832214765101), np.float64(14.65217058003793), np.float64(0.8902572858781195), 7.80939309713151*(X0**0.333333333333333 + 0.983736946891746)**3*((-X0**0.333333333333333 + X0 + 0.454643107405194*(X0 - 0.326)**3 + 0.361)**0.333333333333333 - 1.946484542*(0.768936017064039*X0 - 0.250673141562877)/X0**8)*(-X0**3 - X0 - 0.143469945355191)**0.333333333333333]","[False, np.float64(0.7986638023179224), np.float64(87.91946308724832), np.float64(13.244258020636675), np.float64(0.7437213217691107), 67.2764799216696*X0**1.0*(-1/X0**5)**0.333333333333333*(X0**0.333333333333333 + 0.641530054644809*(-X0 - 0.857)/X0**6)]","[False, np.float64(-1.6094762090527248), np.float64(17.449664429530202), np.float64(20.54909214941243), np.float64(0.37589481938086766), 0.527819980201208*exp(3.58945363460447/X0**3)/X0**2]","[False, np.float64(-7.5357060831738405), np.float64(17.449664429530202), np.float64(23.78913171187748), np.float64(0.3213442644236564), exp((1.86451319951952 - 2*log(X0))*(1.89458534635009 - log(X0)))/X0**3]"
"[True, np.float64(-0.8093920874518181), np.float64(62.41610738255034), np.float64(18.46211243977727), np.float64(0.7860060440710019), -(-X0 - 1.78)/(X0 - 0.825) + 1.28662420382166/(X0 - 0.85) - 1.28662420382166/(X0 - 0.995)]","[False, np.float64(0.70189451453776), np.float64(80.53691275167785), np.float64(13.725592610991765), np.float64(0.7437328013525396), -8.84955752212389*X0**2 - 80.6965337449502*X0*(X0 - 1.139)/(X0 - 0.862 + 0.113/X0) - 18.4795062275936*X0]","[False, np.float64(0.6791610306325595), np.float64(70.46979865771812), np.float64(15.567401121896244), np.float64(0.5750412706926543), 8*(-X0 - 0.419)**3 - (-X0 - 0.189)/(X0 - 0.678)**3]","[False, np.float64(0.29350705565470125), np.float64(56.375838926174495), np.float64(17.55261579686376), np.float64(0.6468653599232641), X0**0.333333333333333*(8*X0**3*(-X0 - 0.048)**9 - (-X0 - 0.048)**3/(X0 - 0.678)**3)]","[True, np.float64(0.2687261633455985), np.float64(99.32885906040268), np.float64(13.762927119295721), np.float64(0.8000690671007773), 0.692*exp(2.74851488076598*(-2*log(X0) + 1.37163025562604/(X0 + 0.271))/X0**2) - 0.981/log(X0)]","[True, np.float64(0.7441551629160844), np.float64(83.89261744966443), np.float64(13.751000458873621), np.float64(0.6622752529385959), -232.093184206071*log(X0**2) + 5.82097250692727*exp(-2.78511821047285/log(log(X0**2)))]"
"[False, np.float64(0.8392040042480339), np.float64(96.64429530201342), np.float64(12.315232622609628), np.float64(0.8308195358750687), (X0 - 99.2222222222222)*(0.873*X0**2 - 0.921/X0)/(X0**2 + X0*(X0 - 1.439))]","[False, np.float64(-11.128924254526432), np.float64(17.449664429530202), np.float64(24.300814035119878), np.float64(0.25994841566065063), 8.78495135998016/(X0**4*(X0 - 0.731))]","[True, np.float64(0.6205369306643398), np.float64(97.31543624161074), np.float64(11.441871514552506), np.float64(0.713746952722863), 1.12336640403587*(-X0/(X0 - 0.981))**0.111111111111111/(X0 - 0.266)**9]","[True, np.float64(0.879845014623861), np.float64(97.31543624161074), np.float64(11.71417792134014), np.float64(0.8672904019402399), 38.1818181818182*(2*X0 + 0.889048589344135*(-1/(X0 - 0.981))**0.111111111111111 + 0.148)/(X0**3*((0.29860463099132 + 0.517198392252322*I)/(X0 - 0.981))**0.333333333333333)]","[False, np.float64(0.7767296990192618), np.float64(87.24832214765101), np.float64(14.318571892457811), np.float64(0.6952493039590185), 1.7949909856399*(X0 - 0.112)*exp((8.82955428409974*X0**3 + 0.101231190150479)*(2.11856823266219*X0 - exp(X0) - 0.674 + 0.232/X0))*exp(exp(exp(2*X0 + exp(X0)))) - 242.25*log(X0) + 7.04229818795435]","[False, np.float64(0.3662803159012108), np.float64(58.38926174496644), np.float64(17.254634350284388), np.float64(0.7268860732810365), -64.68075*exp(X0)*log(X0) - 242.25*log(X0) + 27.9400923631529]"
"[False, np.float64(-2.516941629477859), np.float64(17.449664429530202), np.float64(21.146349716077847), np.float64(0.338947679455174), 1/(X0**2*(X0 - 0.793)*(X0 - 0.765))]","[False, np.float64(-104.75581829755453), np.float64(17.449664429530202), np.float64(29.43909257385492), np.float64(0.10232067250444725), 7.75675675675676/(X0 - 0.787)]","[False, np.float64(0.8420227494954888), np.float64(95.30201342281879), np.float64(11.749767334758705), np.float64(0.8168839849152733), -8*X0**3 - (X0**3 + X0)**3 + 151.814496579243*(-X0 - 0.288)**3*(0.564621617328617*X0**4 + (-X0)**0.333333333333333)**3/X0**6]","[False, np.float64(0.7411073661033194), np.float64(81.87919463087249), np.float64(12.974254551283888), np.float64(0.7202324210753094), -8*X0**9 + 151.814496579243*(-X0 - 0.236787625)**3*(0.564621617328617*X0**4 + (-X0)**0.333333333333333)**3/X0**6]","[True, np.float64(0.8519448733689724), np.float64(99.32885906040268), np.float64(9.585521258368171), np.float64(0.9145050587639973), 2065.29402353959*(1.81666063533055 - X0**2)*exp(-4.20168067226891*X0**3) - 0.92*exp(exp(X0)) + 0.92*(-1.13320373343773 + I*pi)/log(X0**2)]","[False, np.float64(-0.6860353573022171), np.float64(17.449664429530202), np.float64(18.980650644987477), np.float64(0.4493335780997895), 1686.64432940823*(1.81666063533055 - X0**3)*exp(-4.20168067226891*X0**3)]"
"[False, np.float64(0.7106074304733385), np.float64(79.86577181208054), np.float64(13.242365263577458), np.float64(0.83099403888812), -24.390243902439*X0 - 50.0*(X0**2 - 0.786 - 0.509/X0)/(X0 - 0.675)]","[False, np.float64(0.7187658946669262), np.float64(81.20805369127517), np.float64(13.095756393399443), np.float64(0.7395856076769483), -24.390243902439*X0*(X0 + 0.217) - 50.0*(X0 + 0.445)*(X0**2 - X0 - 0.217)/(X0**2*(X0 - 0.675))]","[False, np.float64(0.8424517444404018), np.float64(95.97315436241611), np.float64(12.511884188039641), np.float64(0.7480864370819972), -23.8095238095238*X0**3 - 6.89655172413793*(-X0**3 - 0.656234909)**3/(X0**18*(1/X0)**1.0)]","[False, np.float64(-3.713170590277734), np.float64(17.449664429530202), np.float64(21.84488650850454), np.float64(0.3281516258868659), 3.20938424035798*(1 + 1/X0)**3/X0**9]","[False, np.float64(-0.18531883748933176), np.float64(17.449664429530202), np.float64(27.222065946353336), np.float64(0.24887013187504678), exp(-6.67337157106256*exp(2*X0)*log(X0))]","[False, np.float64(0.5817307221461925), np.float64(60.40268456375839), np.float64(15.112903416787093), np.float64(0.6694196283924864), 4.58137879608218*(0.867886341495318*X0*exp(exp(X0))*log(X0 + 0.777) - 9.66972625134635)/(X0*(0.584672989209086 - X0)*(-X0 + exp(X0) - 0.576))]"
"[False, np.float64(0.7521970619246632), np.float64(83.89261744966443), np.float64(13.390893742236434), np.float64(0.7223136606920205), -X0 + 2.03 - (X0**2 + 0.859)/(0.792 - X0) - 10.0806451612903/(0.792 - X0) + 105.276975584143*(0.596*X0 + 0.599)*(X0 - 0.168)*(-X0 - 0.236 + 0.807/X0)/X0**2]","[False, np.float64(0.7356671296092208), np.float64(83.89261744966443), np.float64(13.36310004669815), np.float64(0.7588365242597571), (-0.26 + 0.3/X0**4)*(X0**2 + 457.259)]","[True, np.float64(0.43971720944067616), np.float64(99.32885906040268), np.float64(14.353206671204433), np.float64(0.9213837503835112), -X0**2/(X0 - 22.3467401303631*(X0 + 0.511)/(1 - 0.974572513062201/X0)**3) + (-X0 + (X0 + 0.511)**3/X0**6)**3]","[False, np.float64(0.4414960421527049), np.float64(56.375838926174495), np.float64(18.55339741592265), np.float64(0.5076764681120531), -(X0 + 0.292)**9 + ((X0 + 0.292)**0.111111111111111 + 0.146)**0.333333333333333 + 0.146 + (((X0 + 0.292)**0.333333333333333 + 0.146)**0.333333333333333 + 0.146)**9/(X0 - 0.15)**9]","[True, np.float64(-0.6413349024449571), np.float64(65.77181208053692), np.float64(18.649116030243576), np.float64(0.8706474883901447), 2.16550116550117*X0 + (-0.61803970807314 + 0.525/X0)*exp(-X0)*log(1.557/log(X0)) - 1.557/log(X0) - (log(X0) + 2.06356819252355 - I*pi)/(-0.61803970807314 + 0.525/X0)]","[False, np.float64(0.6362358990274708), np.float64(67.78523489932886), np.float64(14.646562209996551), np.float64(0.6948673050527242), -exp(X0) - exp(exp(X0)) - exp(1.16183424272828*exp(X0)) + (X0 - 0.303)/(0.727 + 23.2558139534884*(X0 - 0.303)/(X0**2*(X0 - 0.727))) + 23.2558139534884*(X0 - 0.303)/(X0**3*(X0 - 0.727))]"
"[True, np.float64(0.6505336227493597), np.float64(99.32885906040268), np.float64(14.255673154167274), np.float64(0.7244456999956284), -X0 + 0.037 + 0.308/(1.0 - X0) + (-27.027027027027*X0 + 0.308*X0/(-X0 + zoo) + 0.037 + 8.32432432432432/(X0 - 0.809))/X0]","[False, np.float64(-0.38031671740905115), np.float64(53.02013422818792), np.float64(21.6784272104281), np.float64(0.5170238602451753), -2.12758940397351*X0/(0.536 - 0.434*X0) + 1.528 + 4.85436893203884*(2.67428302472107*X0 + 1.37467774889552 + 1.159/(X0 - 0.775))/X0**2]","[True, np.float64(0.6796586877145174), np.float64(99.32885906040268), np.float64(13.309706703252557), np.float64(0.7845522074437774), -X0**27 - X0 + (X0**3/(-X0**3 + X0)**3)**0.333333333333333 + (X0**3 + X0)**3/X0**27]","[False, np.float64(0.5865194615654371), np.float64(66.44295302013423), np.float64(15.805284642746804), np.float64(0.6748307606394457), X0**0.333333333333333*(-8.47370385523766*(X0**3 + 0.490503645376004*X0 - 0.303621756487747)**3 - (-2*X0**0.333333333333333 - X0**3 + (0.268*X0 + (0.268*X0**3 + X0)**3)**3 + (X0 - 0.619)**3 - (0.268*X0**3 + X0)**3)**0.333333333333333 + 0.619 + 1.81332127060065/(X0 - 0.619)**3)]","[True, np.float64(0.8436539238740464), np.float64(99.32885906040268), np.float64(12.767675212395119), np.float64(0.8735031143325372), log(log(X0)) + (-11.4172988849391*exp(X0**2) + log(X0) - 0.460449416440924/log(X0) - 111.111111111111*(2*log(X0) - 0.460449416440924/X0)/X0 + log(-0.775552274182436 + I*pi)/X0)/X0**2]","[False, np.float64(0.7770869897256709), np.float64(95.97315436241611), np.float64(13.58114092636706), np.float64(0.7571144357387634), (X0 + 2.43512965128987)*(log((2.8865790677308 - 0.460449416440924/(exp(0.009*X0) + 0.410655752752346*log(X0)) - 111.111111111111*log(X0)/X0)*log(X0)) + 1.43512965128987 - 111.111111111111*log(X0)/X0) - 11.4172988849391*exp(X0) + 51.1610462712138/X0]"
"[True, np.float64(-11.60095058215204), np.float64(17.449664429530202), np.float64(25.090040850046222), np.float64(0.23145565666563214), -0.7002457002457*X0 - 0.461 + (1.522*X0 + 1.33 + 1.4280701754386/X0)/(X0 - 0.848172)]","[False, np.float64(0.6614186865102591), np.float64(73.8255033557047), np.float64(13.753232664761835), np.float64(0.7456351548516977), -152.55530129672*X0**2*(-X0 + 1.0/X0)/(-X0 - 0.61 + 1.0/X0) + 18.5438596491228*X0**2 - 1.057*X0 + 0.075 + 1.057/X0]","[False, np.float64(0.8992950606947384), np.float64(99.32885906040268), np.float64(11.291001550997747), np.float64(0.9313716285538325), 15.618786194263*(1.40279131575503 - 1.982*((X0 + 0.219)**0.333333333333333 - 0.118810496)/X0)*(X0**(-2.66666666666667) + 0.588304818831185)**3*(X0**9 + 0.641530054644809 - (X0 + 0.781648)/X0**9)**0.333333333333333]","[False, np.float64(0.8243360385131683), np.float64(96.64429530201342), np.float64(17.94324506201261), np.float64(0.6113288206575991), 2.67918381344307*X0*(-X0**2 - 0.72*X0)**3 + 0.655 + 0.606224417329589/(X0**3*(X0 - 0.621)**3*(X0**2 - 0.388888888888889*X0))]","[False, np.float64(-26.36711112016189), np.float64(17.449664429530202), np.float64(37.593184869219606), np.float64(0.0961830185342519), -2.99573227355399*log(-0.37*X0)/(0.858129721811394*X0 - 0.688220036892738)]","[False, np.float64(0.7355974524466544), np.float64(84.56375838926175), np.float64(16.723393565152577), np.float64(0.6365643429989865), (log(log(X0)) + log(log(log(-0.608352983811176*X0 + log(X0) + 1))) - 28.3439785105352)*log(log(-log(X0) + (-log(X0) + (-log(X0) + 1/(X0 + 0.273))/(X0 + 0.273))/(X0 + 0.273)))]"
"[True, np.float64(-2.160189811160996), np.float64(97.31543624161074), np.float64(22.264669002372315), np.float64(0.8137103821176819), -2*X0**2 - X0 + 0.913*(2*X0 + 0.85)/(X0 - 0.85) - 0.406*(X0 - 0.143)/X0 - 1.76608348257336/(X0*(X0 - 0.978))]","[False, np.float64(-5.643979350569907), np.float64(18.120805369127517), np.float64(25.369387634288675), np.float64(0.2771084961970724), 2*X0/((X0 - 0.737)*(X0 - 0.710044)) + 23.8095238095238*(-2*X0*(X0 + 0.499) + 2.657*X0 - 0.421 + 0.775/X0)/X0 - (X0 + 0.729)/(X0**2*(-X0 - 0.592))]","[False, np.float64(0.7287891358936774), np.float64(82.5503355704698), np.float64(15.00249414826391), np.float64(0.6629834514803521), 1.95915237067858*(-6.27027027027027*X0**10.3333333333333 + 12.2844148647954/X0**8)/X0**6]","[False, np.float64(0.6957166604665043), np.float64(80.53691275167785), np.float64(14.905863980695425), np.float64(0.8090162535237215), X0*(((-X0 - 0.04)**9*(X0**3 - 1/(-X0 - 0.04)**6)/(X0 - 0.678)**9)**0.111111111111111*(X0**2 + X0)**3 - (-X0 - 0.04)**3/(X0 - 0.678)**3)]","[True, np.float64(-0.24518696268843465), np.float64(63.758389261744966), np.float64(19.818729485051698), np.float64(0.7257370127935693), (-1.09362474715707 + I*pi)/log(X0) + 19.2307692307692*exp((-8.53301041756711 + 7.80250304297619*I*pi)*log(X0))/X0 + 5.99607892257958/X0]","[True, np.float64(0.8669496689211325), np.float64(99.32885906040268), np.float64(15.317197885483102), np.float64(0.8449806581147884), (2 - log(0.898 - X0))*log(exp(-0.029*X0 - 2.36388888888889/log(X0) - 2.36388888888889/(0.501 - X0)))]"
"[True, np.float64(-19.21979499721582), np.float64(17.449664429530202), np.float64(27.362951374129736), np.float64(0.21469021005512037), X0**2/(X0 - 0.871) + 9.17009536532376/((X0 - 0.731)*(3.2109375*X0 - 1.9257265625)) - (X0 + 0.5)*(-0.323*X0**2 + X0)/X0]","[True, np.float64(0.441609501740877), np.float64(59.73154362416108), np.float64(14.23059529056201), np.float64(0.7114506333054837), 1.3550135501355*(0.738*X0**3 - 0.921/X0)*(0.738*X0**2/(0.738*X0**5 - 0.921/X0) + 0.544644*X0 - 99.2222222222222 - 0.679698/X0)/X0**3]","[False, np.float64(0.8094716691966157), np.float64(92.61744966442953), np.float64(13.310042788069072), np.float64(0.7304337377305656), 0.000684289850991182*X0**9 - 8*(X0 - 0.133)**3 - (2*X0 + (X0 - 0.266)**3)**3 + (X0 + 0.826214922566535)/(X0 - 0.266)**9]","[False, np.float64(0.793783267536372), np.float64(94.63087248322148), np.float64(13.72920080507819), np.float64(0.7780122255658727), 1727296328914.86*X0**1.66666666666667*(3.8044035594605e-7 - 6.58942025748146e-7*I) + 57.0970790713466/X0**7 + 0.000306741273976499/X0**18]","[False, np.float64(0.8355395033624232), np.float64(95.97315436241611), np.float64(11.989605715601746), np.float64(0.7966079289704727), 250.0*log(X0)*log(X0 - 0.797) + log(exp(X0) + 250.0*log(X0)*log(X0 - 0.797)) + 1.46082303574343/(X0 - 0.797)]","[False, np.float64(0.8982898253188463), np.float64(97.31543624161074), np.float64(11.275158722950083), np.float64(0.8147416280748023), 2.22000696561544*X0 + 2.44001393123088*exp(X0) - 679.512937420341*log(X0) + 0.004]"
"[False, np.float64(0.8073246076574312), np.float64(99.32885906040268), np.float64(19.08255127242017), np.float64(0.7278804118806709), -X0 - 40.6 + (2*X0 + (2*X0 + 0.812/(X0 - 0.799))/X0)/(X0*(X0 - 0.799))]","[False, np.float64(-12.396506148117313), np.float64(17.449664429530202), np.float64(26.048930039875923), np.float64(0.2581673572890921), 0.0110000000000001*X0 - 2.39083449687279*(X0 + 0.838)*(X0 + 0.976)/(X0**3*(0.278172588832487 - X0**2)*(X0**2 - X0 + 0.346))]","[False, np.float64(0.8750880329507948), np.float64(98.65771812080537), np.float64(12.458400182594321), np.float64(0.6748520958232428), -34.4827586206897*X0**0.333333333333333 - 0.269 + (X0**27 + 34.4827586206897*X0 + zoo*X0 + 1.231)/X0**12]","[True, np.float64(0.8725995607545248), np.float64(99.32885906040268), np.float64(13.069479393801462), np.float64(0.8221950978520994), -34.4827586206897*X0**3 + X0 + 4.34090909090909*(-1/(X0**3 - X0))**0.333333333333333 - 3.86866847539851/(0.577350269189626 + I)**0.333333333333333 + (0.815636967443965 + 1.41272466814435*I)**3/(0.532 - X0)**3]","[False, np.float64(-1.0605237867896875), np.float64(63.758389261744966), np.float64(27.354093472404827), np.float64(0.8280519556388098), 33.4827586206897*X0 + log(X0) - 0.355 + log(2.3233265117943*(log((-1.03563748950672 + I*pi)/log(X0)) - 1.03563748950672 + I*pi)*exp(-X0 - exp(X0)))/log(X0)]","[True, np.float64(0.8314003391734527), np.float64(96.64429530201342), np.float64(13.443291258358794), np.float64(0.8158859196551236), (-2.27504538123599*exp(X0) - exp(0.382892885975112*exp(X0)) + log((exp(zoo*X0*log((0.447 - X0)*exp(-7.65671641791045*X0*(X0 - 0.96)*log(X0 - 0.893)))) - 0.96)*exp(zoo*X0*(X0 - 0.96)*(-exp(X0) + zoo))))*log(X0 - 0.893)]"
