refcode	metal	m_ox	totcharge	CN	N	geometry	min	coord_sphere	formula_ligs_list	TMC_formula	d_elec	elem_nr	groups	len_groups	name
BOZLUZ	Co	2	0	6	205	Octahedral	0.60	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C2-O2', 'H3-C2-O2', 'H7-C6-N-O', 'H7-C6-N-O']	H20-C16-N2-O6-Co	7	27	['BOZLUZ']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
BOZMEK	Co	2	0	6	221	Octahedral	0.04	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C2-O2', 'H3-C2-O2', 'H9-C7-N-O', 'H9-C7-N-O']	H24-C18-N2-O6-Co	7	27	['BOZMEK']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
QAMPAX	Co	2	0	6	199	Octahedral	1.67	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C2-O3', 'H3-C2-O3', 'H8-C12-N2']	H14-C16-N2-O6-Co	7	27	['QAMPAX']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
QALLOF	Co	2	-2	6	197	Octahedral	3.81	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C7-N-O4', 'H3-C7-N-O4']	H6-C14-N2-O8-Co	7	27	['QALLOF', 'UNOPET', 'RIFBUF', 'CAJRUD', 'WUFZED', 'JEPHIY', 'RUYRUY', 'JULTIV', 'AYOFIF', 'BOVMUV', 'ZUFNUL', 'ETUZEZ', 'WUQNAZ', 'BIPJIV', 'AWORIO']	15	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
MEBYOK	Co	2	-1	6	197	Octahedral	5.51	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C7-N-O4', 'H4-C7-N-O4']	H7-C14-N2-O8-Co	7	27	['MEBYOK']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
SITLOY	Co	2	-2	6	213	Octahedral	4.91	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C7-N-O5', 'H3-C7-N-O5']	H6-C14-N2-O10-Co	7	27	['SITLOY']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
NUDWEQ	Co	2	0	6	321	Octahedral	0.65	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C7-N2-O6', 'H3-C7-N2-O6', 'H5-C-N3-O', 'H5-C-N3-O']	H16-C16-N10-O14-Co	7	27	['NUDWEQ']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
VELPOU	Co	2	0	6	301	Octahedral	0.21	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C7-O2-Cl2', 'H3-C7-O2-Cl2', 'H5-C5-N', 'H5-C5-N']	H16-C24-N2-O4-Cl4-Co	7	27	['VELPOU']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
QUNDOV	Co	2	0	6	273	Octahedral	0.67	('N', 'N', 'O', 'O', 'O', 'O')	['H3-C9-N-O3-Cl', 'H3-C9-N-O3-Cl', 'H4-C-O', 'H4-C-O']	H14-C20-N2-O8-Cl2-Co	7	27	['QUNDOV']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
BUGJOE	Co	2	0	6	335	Octahedral	2.64	('N', 'N', 'O', 'O', 'O', 'O')	['H30-C36-N2-O6']	H30-C36-N2-O6-Co	7	27	['BUGJOE']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
EZIRUA	Co	2	1	6	247	Octahedral	3.24	('N', 'N', 'O', 'O', 'O', 'O')	['H38-C18-N4-O2', 'N-O3']	H38-C18-N5-O5-Co	7	27	['EZIRUA']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
IBODIO	Co	2	0	6	501	Octahedral	3.84	('N', 'N', 'O', 'O', 'O', 'O')	['H38-C28-N-O3', 'H38-C28-N-O3']	H76-C56-N2-O6-Co	7	27	['IBODIO']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
AWARIB	Co	2	2	6	519	Octahedral	1.70	('N', 'N', 'O', 'O', 'O', 'O')	['H39-C28-N-O2', 'H39-C28-N-O2', 'H6-C2-O2']	H84-C58-N2-O6-Co	7	27	['AWARIB']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
HAJGEF	Co	2	0	6	189	Octahedral	1.48	('N', 'N', 'O', 'O', 'O', 'O')	['H4-C-O', 'H4-C-O', 'H4-C6-N-O2', 'H4-C6-N-O2']	H16-C14-N2-O6-Co	7	27	['HAJGEF']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
QUNDUB	Co	2	0	6	289	Octahedral	0.97	('N', 'N', 'O', 'O', 'O', 'O')	['H4-C-O', 'H4-C-O', 'H5-C10-N-O3-Cl', 'H5-C10-N-O3-Cl']	H18-C22-N2-O8-Cl2-Co	7	27	['QUNDUB']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
BAQPIT	Co	2	0	6	193	Octahedral	0.07	('N', 'N', 'O', 'O', 'O', 'O')	['H4-C-O', 'H4-C-O', 'H5-C5-N2-O2', 'H5-C5-N2-O2']	H18-C12-N4-O6-Co	7	27	['BAQPIT']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
GAVREB	Co	2	0	6	241	Octahedral	0.22	('N', 'N', 'O', 'O', 'O', 'O')	['H4-C-O', 'H4-C-O', 'H6-C10-N-O2', 'H6-C10-N-O2']	H20-C22-N2-O6-Co	7	27	['GAVREB', 'EXOZAS']	2	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
TIBPOL	Co	2	0	6	301	Octahedral	0.79	('N', 'N', 'O', 'O', 'O', 'O')	['H4-C-O', 'H4-C-O', 'H8-C12-N-O4', 'H8-C12-N-O4']	H24-C26-N2-O10-Co	7	27	['TIBPOL']	1	Co_2_6_Octahedral_['N', 'N', 'O', 'O', 'O', 'O']
